economy,time,bx_gsr_gnfs_cd,en_pop_slum_ur_zs,ne_imp_gnfs_kn,ny_gdp_mktp_cd,si_dst_02nd_20,si_dst_03rd_20,si_dst_04th_20,si_dst_05th_20,si_dst_10th_10,si_dst_50md,si_dst_frst_10,si_dst_frst_20,si_pov_dday,si_pov_gaps,si_pov_gini,si_pov_lmic,si_pov_lmic_gp,si_pov_mdim,si_pov_mdim_17,si_pov_mdim_17_xq,si_pov_mdim_fe,si_pov_mdim_hh,si_pov_mdim_it,si_pov_mdim_ma,si_pov_mdim_xq,si_pov_nahc,si_pov_umic,si_pov_umic_gp,si_spr_pc40,si_spr_pc40_zg,si_spr_pcap,si_spr_pcap_zg,sl_tlf_0714_zs,sp_ado_tfrt,sp_dyn_le00_fe_in,sp_dyn_le00_ma_in
ASM,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2002,,,1053000000.0,512000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2003,,,1046000000.0,524000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2004,,,911000000.0,509000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2005,,,912000000.0,500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2006,,,878000000.0,493000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2007,,,845000000.0,518000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2008,,,863000000.0,560000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2009,,,751000000.0,675000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2010,,,668000000.0,573000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2011,,,621000000.0,570000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2012,,,646000000.0,640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2013,,,673000000.0,638000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2014,,,753000000.0,643000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2015,,,780000000.0,673000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2016,,,755000000.0,671000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2017,,,668000000.0,612000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,2018,,,664000000.0,639000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGD,2000,7214255771.62451,77.8000030517578,298670000000.0,53369787318.6245,12.1,15.6,21.0,42.7,27.9,5.2,3.7,8.6,34.2,7.8,33.4,72.3,27.4,,,,,,,,,48.9,91.5,51.1,,,,,,112.2538,65.992,64.963
BGD,2001,6836930334.2454,,337045000000.0,53991289844.3291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1354,66.574,65.408
BGD,2002,6885020099.52858,,320707000000.0,54724081490.5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.017,67.126,65.815
BGD,2003,7928264010.95381,,348126000000.0,60158929188.2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5385033159,103.6338,67.661,66.203
BGD,2004,9117424421.48158,,643161000000.0,65108544250.0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2506,68.189,66.578
BGD,2005,10551474004.9266,70.8000030517578,887966000000.0,69442943089.4309,12.2,15.6,20.9,42.5,28.0,4.3,3.8,8.8,25.1,4.9,33.2,65.8,22.4,,,,,,,,,40.0,89.2,46.6,,,,,,98.8674,68.715,66.949
BGD,2006,12887525768.4106,,1049491000000.0,71819083683.7403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,96.4842,69.24,67.318
BGD,2007,14090342485.2356,,1217263000000.0,79611888213.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.101,69.761,67.679
BGD,2008,17495074302.4983,,1194120000000.0,91631278239.3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0018,70.272,68.031
BGD,2009,17047455387.7291,,1163077000000.0,102477791472.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9026,70.773,68.37
BGD,2010,21654463975.0679,61.5999984741211,1171061000000.0,115279077465.226,12.5,16.0,21.2,41.5,26.9,5.1,3.9,8.9,19.2,3.5,32.1,60.0,18.7,,,,,,,,,31.5,87.6,43.0,1.89,,3.55,,,90.8034,71.257,68.694
BGD,2011,26990086630.4744,,1512460000000.0,128637938711.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7042,71.721,68.996
BGD,2012,27591054728.5413,,1671549000000.0,133355749482.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.605,72.159,69.273
BGD,2013,31635199879.2911,,1691911000000.0,149990451022.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.002084,87.4764,72.571,69.526
BGD,2014,33057235033.7095,55.0999984741211,1711678000000.0,172885454931.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.3478,72.955,69.759
BGD,2015,34969256093.9049,,1766498000000.0,195078678697.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2192,73.316,69.978
BGD,2016,37662675681.5369,49.4000015258789,1641220000000.0,221415188000.475,12.4,16.1,21.4,41.4,26.8,6.1,3.7,8.6,14.3,2.6,32.4,52.3,15.3,,,,,,,,,24.3,84.2,38.8,2.05,1.35,3.89,1.54,,84.0906,73.655,70.192
BGD,2017,39170435004.246,,1688413000000.0,249710922462.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.962,73.978,70.409
BGD,2018,44128038982.4148,47.2000007629395,2144495000000.0,274038973437.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3128,74.291,70.637
BRN,2000,,,3520777800.0,6001153306.2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4754,74.135,71.692
BRN,2001,4125731309.131,,3632844300.0,5601090584.36122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0112,74.332,71.993
BRN,2002,4135579443.15039,,4117629200.0,5843329107.56171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.547,74.525,72.279
BRN,2003,4860307891.40582,,3785162500.0,6557333084.60567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.849,74.715,72.547
BRN,2004,5613073006.10381,,3666379300.0,7872333215.00414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.151,74.901,72.792
BRN,2005,6857071420.58467,,4039386500.0,9531402847.87311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.453,75.082,73.009
BRN,2006,8371474050.7876,,4204711600.0,11470703002.0769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.755,75.257,73.192
BRN,2007,8504938837.00846,,4760335900.0,12247694247.2298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.057,75.425,73.344
BRN,2008,11564949952.7002,,5282421300.0,14393099068.5859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3338,75.586,73.469
BRN,2009,8086792762.52575,,5240046400.0,10732366286.2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6106,75.738,73.571
BRN,2010,9261650665.53031,,5226000000.0,13707370737.0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8874,75.883,73.661
BRN,2011,12877940242.249,,6988000000.0,18525319977.7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1642,76.022,73.746
BRN,2012,13364678877.7238,,8427000000.0,19047940300.8963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.441,76.156,73.835
BRN,2013,12328064821.1666,,9651000000.0,18093829923.2737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6072,76.286,73.935
BRN,2014,11668217281.5374,,6669000000.0,17098342541.4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7734,76.416,74.048
BRN,2015,6773193238.17223,,5888000000.0,12930394937.8137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9396,76.547,74.175
BRN,2016,5342041396.27606,,6047762000.0,11400854267.7188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1058,76.681,74.313
BRN,2017,6025744289.57607,,6125545300.0,12128104859.1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.272,76.819,74.454
BRN,2018,7040938538.27712,,7845138300.0,13567351175.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7116,76.96,74.593
BTN,2000,,,9529933900.0,424464089.897641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1602,61.116,60.635
BTN,2001,,,10379543500.0,461444513.66815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.1576,62.056,61.542
BTN,2002,,,12152236500.0,520849551.532606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.155,62.99,62.448
BTN,2003,,,13612761300.0,604041957.921855,10.0,14.2,21.3,48.0,32.2,12.5,2.8,6.5,17.8,3.3,40.9,45.3,15.2,,,,,,,,,,73.0,34.6,,,,,,64.9028,63.895,63.335
BTN,2004,,,17495439100.0,682523857.01677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6506,64.758,64.192
BTN,2005,,,19767366500.0,796938120.181406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3984,65.56,65.002
BTN,2006,363738082.545728,,19349241300.0,874989895.601121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1462,66.293,65.754
BTN,2007,636741509.768701,,21470796000.0,1168308516.63301,10.8,15.3,22.1,45.1,29.4,13.7,2.7,6.7,8.2,1.6,38.1,30.6,8.8,,,,,,,,,23.2,61.6,25.0,,,,,,47.894,66.957,66.445
BTN,2008,653637755.393743,,22061480000.0,1227808790.6733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.913,67.558,67.075
BTN,2009,574268848.326477,,25226333171.7191,1234014291.82342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.932,68.101,67.645
BTN,2010,590485064.364733,,32475410858.6302,1547991317.81183,,,,,,,,,,,,,,,33.9,0.14,,,,,,,,,,,,,,35.951,68.593,68.157
BTN,2011,745573125.523142,,34410818417.5833,1777101316.67756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.97,69.043,68.619
BTN,2012,729034440.586467,,31959209740.5227,1781281281.57912,10.8,15.0,21.4,46.0,30.7,12.3,2.7,6.7,2.2,0.4,38.8,14.7,3.4,12.4,,,,,40.1,,0.05,12.0,44.3,14.5,3.52,,8.04,,,27.989,69.466,69.042
BTN,2013,667794405.571274,,31388717726.5325,1756215665.09323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.428,69.873,69.436
BTN,2014,659145142.494112,,30361501858.0986,1907090813.45906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.867,70.272,69.809
BTN,2015,706946117.876842,,34454708007.6737,2003598212.99135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.306,70.668,70.164
BTN,2016,642339520.120198,,32172258489.7687,2158972129.00307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.745,71.06,70.503
BTN,2017,716346961.256478,,32044390453.4325,2450364928.07302,10.8,15.5,22.7,44.4,27.9,13.8,2.7,6.7,1.5,0.2,37.4,12.2,2.6,5.8,7.2,0.0283,,,39.4,,0.023,8.2,38.9,12.3,3.81,1.63,8.74,1.67,,20.184,71.444,70.822
BTN,2018,785622133.829875,,34150310284.0109,2446866404.93058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.895,71.816,71.123
CHN,2000,190039384000.0,37.2999992370605,,1211346869600.41,,,,,,,,,,,,,,,,,,,,,,49.8,,,,,,,,9.911,73.405,69.595
CHN,2001,208572000000.0,,,1339395718862.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,73.674,69.981
CHN,2002,247626456545.448,,,1470550015077.93,9.6,14.5,22.3,48.0,31.3,,2.3,5.6,31.7,10.1,42.0,57.7,24.6,,,,,,,,,,80.6,43.9,,,,,,8.749,73.951,70.351
CHN,2003,445976206260.613,,,1660287965663.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4572,74.237,70.697
CHN,2004,604774713079.717,,,1955347004965.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1654,74.535,71.013
CHN,2005,773339005396.985,32.9000015258789,,2285965892364.2,10.1,14.7,22.2,47.1,30.8,,2.4,5.8,18.5,4.9,40.9,43.2,15.5,,,,,,,,,30.2,70.5,33.5,,,,,,7.8736,74.845,71.297
CHN,2006,991731387760.491,,,2752131773358.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5818,75.17,71.551
CHN,2007,1258056795940.69,,,3550342737009.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29,75.508,71.788
CHN,2008,1497868782939.59,,,4594307032667.98,9.4,14.5,22.5,48.4,32.0,,2.1,5.2,14.9,3.9,43.0,34.7,12.4,,,,,,,,,,60.7,27.6,,,,,,7.3074,75.855,72.017
CHN,2009,1262664161019.72,,,5101703073088.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3248,76.208,72.244
CHN,2010,1656411658782.57,29.1000003814697,,6087163874510.73,9.2,14.3,22.3,49.0,32.6,,2.0,5.1,11.2,2.7,43.7,28.6,9.7,,,,,,,,,17.2,53.5,23.1,,,,,,7.3422,76.566,72.476
CHN,2011,2008852448487.47,,,7551500124197.17,9.6,14.6,22.3,48.1,31.8,,2.1,5.4,7.9,1.8,42.4,23.5,7.4,,,,,,,,,12.7,49.2,19.8,,,,,,7.3596,76.926,72.72
CHN,2012,2175092012376.37,,,8532229986993.65,9.7,14.7,22.4,47.8,31.5,,2.1,5.3,6.5,1.4,42.2,20.2,6.2,,,,,,,,,10.2,44.4,17.3,,,,,,7.377,77.284,72.976
CHN,2013,2355594737798.11,,,9570406235659.64,10.3,15.0,22.1,46.3,30.3,,2.5,6.2,1.9,0.4,39.7,12.1,2.8,,,,,,,,,8.5,36.4,11.7,3.92,,9.46,,,7.4286,77.635,73.242
CHN,2014,2462902030661.11,25.2000007629395,,10475682920597.7,10.5,15.2,22.3,45.8,29.7,,2.5,6.2,1.4,0.3,39.2,9.5,2.1,,,,,,,,,7.2,31.5,9.7,,,,,,7.4802,77.972,73.517
CHN,2015,2360152452309.1,,,11061553079871.5,10.6,15.3,22.3,45.4,29.4,,2.6,6.4,0.7,0.2,38.6,7.0,1.4,,,,,,,,,5.7,27.2,7.8,,,,,,7.5318,78.288,73.793
CHN,2016,2197922469129.56,,,11233276536744.7,10.7,15.3,22.2,45.3,29.4,,2.7,6.5,0.5,0.1,38.5,5.4,1.0,,,,,,,,,4.5,24.0,6.5,4.99,8.38,11.63,7.12,,7.5834,78.574,74.061
CHN,2017,2429277356205.39,,,12310409370894.2,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,7.635,78.828,74.315
CHN,2018,2651009602168.9,24.6000003814697,,13894817549380.3,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,7.643,79.051,74.549
FJI,2000,968296377.764879,,,1678239218.26553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.88,67.48,64.007
FJI,2001,914947432.405644,,,1652464201.00149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.023,67.616,64.212
FJI,2002,981420484.549961,,,1833279985.36741,11.0,15.2,21.7,45.4,29.6,13.2,2.7,6.7,2.3,0.4,38.1,14.2,3.3,,,,,,,,,39.8,42.3,13.7,,,,,,41.166,67.736,64.403
FJI,2003,1290507493.5182,,,2300453634.34962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9814,67.83,64.565
FJI,2004,1402202844.19849,,,2708078476.63012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7968,67.895,64.693
FJI,2005,1610673507.30981,,,2980484920.16558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6122,67.938,64.788
FJI,2006,1542135461.49933,,,3076305452.86506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4276,67.972,64.862
FJI,2007,1647872297.03695,,,3378314599.76402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.243,68.013,64.93
FJI,2008,2016565583.01351,,,3523185919.55826,10.8,14.4,20.5,47.8,32.9,11.7,2.7,6.6,1.6,0.2,40.4,10.9,2.3,,,,,,,,,35.2,37.3,11.1,,,,,,45.375,68.073,65.004
FJI,2009,1419739098.43882,,,2870624635.68032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.507,68.157,65.088
FJI,2010,1807130135.55665,,,3140508835.9485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.639,68.262,65.178
FJI,2011,2244423593.25846,,,3774530615.65916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.771,68.378,65.269
FJI,2012,2427702116.84206,,,3972012570.53467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.903,68.496,65.351
FJI,2013,2377615452.08497,,,4190143206.25611,11.3,15.2,21.3,44.7,29.7,9.0,3.1,7.5,0.5,0.1,36.7,7.5,1.3,,,,,,,,,34.0,35.8,9.5,,,,,,46.593,68.609,65.419
FJI,2014,2543209905.22606,,,4856963229.83999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.283,68.715,65.473
FJI,2015,2281871121.23635,,,4682546863.08162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.973,68.818,65.517
FJI,2016,2304372448.15239,10.8000001907349,,4930204229.72263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.663,68.925,65.555
FJI,2017,2465415822.98488,,,5353404422.08138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.353,69.043,65.594
FJI,2018,2669333187.2148,11.1999998092651,,5581371847.61641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1406,69.178,65.641
FSM,2000,,,,233271800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.4866,66.168,63.053
FSM,2001,,,,240970900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3748,66.338,63.193
FSM,2002,,,,242517200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.263,66.524,63.355
FSM,2003,,,,245432900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4956,66.721,63.534
FSM,2004,,,,240236000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7282,66.926,63.726
FSM,2005,,,,250281900.0,9.8,14.6,21.3,48.7,32.5,18.5,2.2,5.6,8.1,1.6,42.4,24.6,7.6,,,,,,,,,29.9,51.6,20.7,,,,,,28.9608,67.136,63.926
FSM,2006,,,,253541900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1934,67.346,64.128
FSM,2007,,,,256787200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.426,67.556,64.326
FSM,2008,,,,263145100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.052,67.761,64.516
FSM,2009,77019500.0,,,280284600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.678,67.959,64.695
FSM,2010,92315200.0,,,296944100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.304,68.15,64.865
FSM,2011,91027600.0,,,311301600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.93,68.332,65.03
FSM,2012,117958700.0,,,327248700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.556,68.507,65.193
FSM,2013,126591400.0,,,317214400.0,10.7,15.3,22.5,46.0,29.7,16.0,1.9,5.5,15.4,5.5,40.1,38.7,14.2,,,,,,,,,41.2,69.1,31.6,,,,,,17.6296,68.678,65.358
FSM,2014,126186900.0,,,319271200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7032,68.843,65.523
FSM,2015,,,,316489900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7768,69.003,65.686
FSM,2016,,,,332265200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8504,69.158,65.842
FSM,2017,,,,366666800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.924,69.308,65.986
FSM,2018,,,,401932300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2274,69.454,66.117
GUM,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3426,77.532,72.781
GUM,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8318,77.916,73.112
GUM,2002,,,2274000000.0,3394000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.321,78.301,73.426
GUM,2003,,,2266000000.0,3569000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.2848,78.685,73.716
GUM,2004,,,2306000000.0,3869000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2486,79.062,73.981
GUM,2005,,,2241000000.0,4213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2124,79.43,74.218
GUM,2006,,,2395000000.0,4238000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1762,79.783,74.427
GUM,2007,,,2754000000.0,4397000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.14,80.124,74.614
GUM,2008,,,2808000000.0,4658000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4516,80.452,74.787
GUM,2009,,,2896000000.0,4828000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7632,80.768,74.95
GUM,2010,,,2903000000.0,4949000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0748,81.076,75.109
GUM,2011,,,3004000000.0,4984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3864,81.383,75.269
GUM,2012,,,3037000000.0,5265000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.698,81.692,75.433
GUM,2013,,,3251000000.0,5399000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.301,82.003,75.604
GUM,2014,,,3323000000.0,5610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.904,82.313,75.784
GUM,2015,,,3202000000.0,5799000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.507,82.614,75.976
GUM,2016,,,3190000000.0,5901000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.11,82.894,76.178
GUM,2017,,,3098000000.0,6013000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.713,83.146,76.39
GUM,2018,,,3181000000.0,6060000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6066,83.365,76.607
HKG,2000,216341287949.76,,2027968000000.0,171668164082.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3656,83.9,78.0
HKG,2001,207977224239.57,,2007852000000.0,169403241524.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0448,84.6,78.4
HKG,2002,219708454606.551,,2150773000000.0,166349228737.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.724,84.5,78.5
HKG,2003,243373251073.372,,2402910000000.0,161384522525.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5802,84.4,78.5
HKG,2004,283699350288.676,,2750691000000.0,169099768875.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4364,84.8,79.0
HKG,2005,322259589757.709,,3006846000000.0,181570082162.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2926,84.6,78.8
HKG,2006,358355205527.656,,3303032000000.0,193536265094.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1488,85.5,79.4
HKG,2007,394489192294.543,,3604792000000.0,211597405593.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.005,85.4,79.4
HKG,2008,424137318245.72,,3723697000000.0,219279678430.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0082,85.5,79.4
HKG,2009,381300703971.464,,3428755000000.0,214046415026.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0114,85.9,79.8
HKG,2010,469441931862.776,,4058686000000.0,228637697575.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0146,86.0,80.1
HKG,2011,528964931979.131,,4289449000000.0,248513617677.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0178,86.7,80.3
HKG,2012,566901902017.371,,4472212000000.0,262629441493.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.021,86.4,80.7
HKG,2013,610980946926.177,,4844827000000.0,275696879834.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9578,86.7,81.1
HKG,2014,621081488103.407,,4895313000000.0,291459356985.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8946,86.9,81.2
HKG,2015,606083932209.968,,4807484000000.0,309383627028.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8314,87.3,81.4
HKG,2016,600059772323.163,,4849165000000.0,320837638328.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7682,87.3,81.3
HKG,2017,644556259051.515,,5170182000000.0,341244161576.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.705,87.6,81.9
HKG,2018,681280769230.511,,5402350000000.0,361691522612.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6462,87.7,82.3
IDN,2000,70621521117.0085,34.4000015258789,782932375895900.0,165021012077.81,13.4,16.8,21.6,38.5,24.4,,4.2,9.6,34.9,7.7,28.6,77.2,28.7,,,,,,,,,19.1,95.1,53.9,,,,,8.934132,50.3512,67.185,64.349
IDN,2001,62865023700.0,,815657861287300.0,160446947784.909,13.3,16.6,21.4,39.0,25.0,,4.2,9.6,31.2,6.4,29.0,74.6,26.6,,,,,,,,,18.4,94.0,52.0,,,,,,51.1856,67.51,64.554
IDN,2002,65828023965.0,,780996859511300.0,195660611165.183,12.5,16.0,21.1,41.3,26.9,,4.0,9.1,19.0,3.3,31.7,61.3,19.0,,,,,,,,,18.2,88.6,43.8,,,,,,52.02,67.864,64.771
IDN,2003,69402126374.14,,793209570253000.0,234772463823.808,12.4,16.0,21.5,41.2,26.4,,3.8,8.9,19.3,3.5,31.9,59.8,18.7,,,,,,,,,17.4,87.0,42.8,,,,,,51.917,68.249,65.011
IDN,2004,78813558769.0248,,1004626052693500.0,256836875295.452,12.4,16.0,21.5,41.7,26.9,,3.6,8.4,21.0,4.4,32.7,59.8,19.5,,,,,,,,,16.7,87.0,43.3,,,,,,51.814,68.665,65.28
IDN,2005,94679537822.5466,26.2999992370605,1183137537764800.0,285868618224.017,12.3,15.9,21.3,42.0,27.4,,3.6,8.5,18.0,3.5,33.0,57.3,17.8,,,,,,,,,16.0,85.9,41.6,,,,,,51.711,69.107,65.579
IDN,2006,107400056941.626,,1284682299215000.0,364570514304.85,12.0,15.7,21.2,42.9,28.2,,3.4,8.1,23.9,5.4,34.3,62.4,21.3,,,,,,,,,17.8,87.9,45.0,,,,,,51.608,69.565,65.899
IDN,2007,122265544100.14,,1401129221822700.0,432216737774.861,11.5,15.3,21.3,44.0,28.9,,3.4,7.8,19.3,3.9,35.7,55.2,18.0,,,,,,,,,16.6,83.0,40.5,,,,,,51.505,70.025,66.228
