economy,time,bx_gsr_gnfs_cd,en_pop_slum_ur_zs,ne_imp_gnfs_kn,ny_gdp_mktp_cd,si_dst_02nd_20,si_dst_03rd_20,si_dst_04th_20,si_dst_05th_20,si_dst_10th_10,si_dst_50md,si_dst_frst_10,si_dst_frst_20,si_pov_dday,si_pov_gaps,si_pov_gini,si_pov_lmic,si_pov_lmic_gp,si_pov_mdim,si_pov_mdim_17,si_pov_mdim_17_xq,si_pov_mdim_fe,si_pov_mdim_hh,si_pov_mdim_it,si_pov_mdim_ma,si_pov_mdim_xq,si_pov_nahc,si_pov_umic,si_pov_umic_gp,si_spr_pc40,si_spr_pc40_zg,si_spr_pcap,si_spr_pcap_zg,sl_tlf_0714_zs,sp_ado_tfrt,sp_dyn_le00_fe_in,sp_dyn_le00_ma_in
VNM,2018,258487500000.0,13.8000001907349,4696315000000000.0,245213686369.157,11.9,16.3,22.3,42.9,27.5,14.0,2.5,6.7,1.8,0.3,35.7,6.6,1.8,,,,,6.8,,,,6.7,22.4,6.9,5.0,5.75,10.78,6.46,,29.1518,79.442,71.207
VUT,2000,156996731.680265,,,272014693.050806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.946,68.73,66.217
VUT,2001,139149293.096801,,,257926881.72043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.273,68.983,66.403
VUT,2002,113812212.210784,,18543000000.0,262596597.803278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,69.225,66.577
VUT,2003,137499164.597588,,18482000000.0,314471328.071548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9142,69.456,66.737
VUT,2004,160422408.519022,,22675000000.0,364996869.129618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2284,69.675,66.885
VUT,2005,176959904.87286,,23325000000.0,394962552.336108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5426,69.883,67.02
VUT,2006,183513482.016089,,23464000000.0,439376794.094041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.8568,70.079,67.146
VUT,2007,219482601.550594,,32901000000.0,516392922.513728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.171,70.264,67.267
VUT,2008,275438871.12186,,32900000000.0,590748237.021657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.6456,70.44,67.386
VUT,2009,303489416.950024,,32899000000.0,592622502.360859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1202,70.609,67.507
VUT,2010,325463444.732839,,32898000000.0,670713208.084552,11.1,15.5,21.8,44.8,29.4,13.1,2.7,6.7,13.2,3.3,37.6,39.4,12.7,,,,,,,,,,72.4,31.7,,,,,,53.5948,70.771,67.634
VUT,2011,350516945.06712,,32897000000.0,770153304.153832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0694,70.926,67.769
VUT,2012,356479438.472964,,32896000000.0,747839697.746593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.544,71.078,67.913
VUT,2013,390939130.916798,,35020000000.0,758304466.245339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9226,71.226,68.064
VUT,2014,382433703.035951,,35090000000.0,772315721.265827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3012,71.373,68.222
VUT,2015,315943949.224081,,44279000000.0,730870581.672312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6798,71.522,68.383
VUT,2016,356723049.615569,,45308000000.0,780889605.899977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0584,71.674,68.544
VUT,2017,382574741.706646,,46784000000.0,880043553.748442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.437,71.83,68.699
VUT,2018,431667754.372836,,51643000000.0,914727908.137793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9082,71.99,68.847
WSM,2000,,,440001300.0,269019710.327456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.2346,71.411,66.348
WSM,2001,,,652176800.0,273088357.1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6148,71.752,66.73
WSM,2002,,,673255300.0,288078881.433056,10.6,14.5,20.8,47.9,32.5,13.2,2.5,6.3,2.0,0.4,40.7,11.9,2.9,,,,,,,,,,36.6,11.6,,,,,,36.995,72.087,67.102
WSM,2003,,,,338838639.378435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9308,72.4,67.454
WSM,2004,106742131.475864,,490741900.0,420320176.359437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8666,72.685,67.784
WSM,2005,141687156.305515,,564706200.0,465568018.300557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8024,72.94,68.092
WSM,2006,149059985.766923,,,505832439.822977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7382,73.171,68.383
WSM,2007,181792959.715334,,,570469196.667431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.674,73.39,68.667
WSM,2008,180131839.564906,,,619260721.579306,10.0,14.1,20.3,49.2,34.1,12.2,2.7,6.4,0.6,0.1,42.0,9.6,1.7,,,,,,,,,26.9,35.9,10.7,,,,,,30.9894,73.605,68.95
WSM,2009,173604988.622249,,,584706020.213857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3048,73.819,69.231
WSM,2010,204231278.609345,,,663155954.963744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6202,74.03,69.51
WSM,2011,208397679.652067,,,737147951.052999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9356,74.233,69.782
WSM,2012,222169071.684594,,,760319276.013529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.251,74.424,70.043
WSM,2013,230141451.888585,,,770059550.966038,11.1,14.9,20.8,46.3,31.3,11.4,2.7,6.8,1.1,0.1,38.7,9.6,2.0,,,,,,,,,20.3,33.9,9.8,,,,,,27.378,74.6,70.286
WSM,2014,225924771.439702,,,756805940.214677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.505,74.762,70.511
WSM,2015,231414415.499994,,,787958585.894736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.632,74.911,70.715
WSM,2016,248249692.321023,,,799493884.324697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.759,75.052,70.895
WSM,2017,278392003.174767,,,832025573.983795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.886,75.189,71.055
WSM,2018,301045362.328637,,,821286927.535723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2952,75.325,71.197
